"Company","Position_Title","Review_Title","Cons","Pros","Review_Date","C_F_Employee"
"Spotify","Software Engineer","They're not as great as advertised","- They are still a corporation that is driven by money, sometimes that leads to supporting people who aren't so great
- What they seem to value in developers isn't technical skill. I've seen 3 great developers I personally knew and worked with leave the company in my 2 years. At least for two of them, it was because they were denied promotion.
- The compensation is fine, but is still not internally competitive. New hires with same skill set, at same level HAVE be offered a larger salary than existing employees. 
- They sometime waste the talent that's there by spending too much much work on ideas that never materialize into anything tangible.","- Company has drive to highly technical work and new technology
- They're less ""evil"" than many other companies, often supporting good causes
- They have been flexible with working from home, even now after the lockdown has more or less lifted
- They have internal opportunities to learn","May 9, 2022","Current"
"Spotify","Engineering Manager","Consumer BU","The tech, especially in Consumer BU, is full of custom-built locally optimized legacy decisions. Spotify can't get ahead of its legacy tech because decisions made today are still short-sighted, immature and unscalable. This is a result of 2 historical facets that haven't changed enough as the company grew:

1. Cross-functional autonomous teams: These teams are supposed to be self-sufficient units and are bound to become silos that make technology decisions that only suit themselves. Spotify's products reflect the org structure. The inconsistencies in the consumer experience across the various apps is unparalleled in consumer tech - you even get different search results for the same query on different apps. Each of these apps might as well have been made by different companies. This has historically prevented platform-thinking. Every app is an unnecessarily different clone of the same functionality, even if it could have been built using the same reusable technologies. This is unfortunately not improving either.

2. Chapter Leads: To promote cross-team collaboration and alignment, Spotify had Chapter Leads - people managers with reports from different teams. In reality, this created a gaping hole in technical leadership that could have prevented the misguided decision-making. The focus on leadership at Spotify is disproportionately on people management and woolly leadership qualities versus technical expertise, systems thinking and delivery management. This hasn't changed even as the company has moved toward replacing Chapter Leads with Engineering Managers.

While you will hear a lot of harp about diversity, inclusion and belonging, a lot of the leadership actually enforces conformism to vague ideals and behaviours while acting like a cool boys club. Many business decisions are taken over after-hours private conversations between old-timer white often Swedish males and then dictated top-down. Every so often, a mail forwarded from leadership is in Swedish. While these can be easily translated, this is symptomatic of a bigger problem.

The conformism wipes out any diversity of thought or ideas. It has often been witnessed that radical ideas (like building reusable scalable platforms) are suppressed until the cool boys club sees merit in them and then they are dictated top-down without any credit to the people who had been harping about it for so long. Most of the constructive or critical feedback you'll get is about how to conform, not about your technical solutions, productivity or impact. Unless you're at the beginning of your career, you'll learn very little from your manager and peers. For the years I've been here, I've never been able to shake off the feeling of being an outsider.

Because things aren't built to plug into a larger system and be reusable across products, reinvention of the wheel has become an internal joke.","Great relocation and benefits, especially for parents
Parts of the company are working hard on improving diversity, inclusion, belonging and physical and mental health","Oct 8, 2019","Current"
"Spotify","Engineering Manager","The walk doesn't follow the talk","- Stressful environment with bad work-life balance, despite the leaders claiming they value it.

- Many teams keep running in under-staffed conditions.

- Quite hierarchical in practice, despite the leaders claiming they value people's opinions. Most feel like a pawn and not a player.

- Many ambitious people more for themselves than for the company.

- There is no real sense of community, teams and departments work isolated hiding behind the excuse that they are autonomous.

- A lot of reinvented wheels leading to long on-boarding times.","- Looks good on the CV and people get excited when they hear you work there.

- You'll get to work with some smart people.

- You'll have the chance to take some internal training offers.

- You'll have the chance to attend a few internal conferences and one external conference per year.

- There is free food at the office.

- There are social events happening from time to time.","Jun 7, 2019","Former"
"Spotify","Senior Developer","Great company strangled by incompetent management","* Frequent backstabbing in Tech and Management
* Aggressive internal power struggles
* Endlessly restructuring teams.  ""Re-org"" at least twice per year.
* Most of middle-management was promoted into jobs they don't know how to do, so they accomplish nothing.
* Upper-management absent.  Who knows what they do?  ""Upper Management"" is ultimately responsible for the problems at ""the bottom"", so Upper Management is not doing a good job.
* ""Owning"" a product or feature is inevitably a terrible curse
* Nonsensical career growth program
* Dismiss all problems as ""growing pains""
* Discourage – even punish – maintenance of existing features.  All that matters is writing new things.  Mostly rewriting the same things again and again.
* Constant feeling of panic and pressure.  Always under-staffed, but always accepting new projects.  Upper/middle management accepts the projects, and controls the (lack of) staffing, and then shifts the blame to the devs/designers/QAs/BDs.
* Infinite meetings.  Don't be surprised if you're triple-booked all day.  Position doesn't matter.  Same for devs, QAs, designers, managers.  Senior and junior.
* Certain people have much more power and influence than their positions are supposed to have.  Upper management encourages it.  Power comes from being in the right management clique.","* Great product to use
* Interesting tech to work on
* Tons of potential for new products and features
* Opportunities to learn
* CV booster
* Will probably continue to succeed","Jul 28, 2017","Former"
"Spotify","Software Engineer","Gliding into a tailspin","- Completely inadequate compensation, with huge disparity between STO and NYC.
- Bug-ridden tech stack full of tech debt.
 - Stock option program benefits only the upper management, with even the oldest employees left with minimal benefits.
 - No growth opportunities.
 - Irresponsible HR, mostly interested in scoring another international travel.
 - Cliques rule the company.
 - People are hired based on where they worked before, with existing talent passed over.
 - Hiring from big corporations affects the culture negatively.
 - Management responsible for the largest engineering mishaps of the past year - the Black Redesign and My Music - ends up getting promoted.","- An international melting pot for some of greatest engineers in Europe.
 - Diverse pool of talents, where everyone is either 10X or T-shaped.
 - Fascinating problems to work on, right on the intersection of Arts and Technology.
 - You get to attend one conference of choice a year, anywhere in the world.
 - Swedish benefits (parental, health, etc) and the work-life balance are really great.","Nov 7, 2014","Current"
"Spotify","Senior Software Engineer","Work life balance great but that’s it","Compensation sucks, and is probably why engineers aren’t motivated to work. Management is unsupporting. Would not recommend if ambitious and want to learn.","Can get away with barely working. Very low bar. Fun employee activities and social events.","Aug 7, 2022","Former"
"Spotify","Senior Software Engineer","Nice place to work","Management kind of chaotic, constant re-orgs, loads of tech debt, fissures between product and engineering","Salary fine, culture mostly supportive, cool domain, benefits good","Mar 4, 2022","Current"
"Spotify","Staff Engineer","salary","The compensation is relatively low","I think it is a good place to work.","Feb 5, 2022","Current"
"Spotify","Data Engineer","¯\_(<U+30C4>)_/¯","Salaries are pegged 75% of a perceived market cohort, so if your other options are FAANG you'll make better money elsewhere. No bonuses, no equity refreshers, annoying promotion process.

Expressed values of the company (inclusivity, compassion) are different than demonstrated values (paying an idiot $100M to help destroy society)","Excellent benefits, nice coworkers, interesting technical problems at scale, good work-life balance.","Jan 29, 2022","Current"
"Spotify","Senior Software Engineer","Disorganized","- The engineering organization is really fragmented in a land grab way that makes collaboration with other teams necessary and difficult
- Quarterly targets have come down from the top with little transparency as to why we are doing something
- Lots of acronyms and unnecessary jargon","- Interesting projects
- Work with smart engineers
- Fully remote working is supported","Jun 22, 2021","Current"
"Spotify","Software Engineer","Good, but could be much better","- Promotions don't reflect the value you bring to the company. They seem to align with the number of years at your company. Put in enough years and you will eventually get promoted. There are a fair number of senior engineers with poor technical skills and don't contribute much to the team. On the other hand, there are juniors who contribute a lot and don't get promoted. This encourages poor performers to stay and encourages good performers to leave.
- There is a lot of overlap amongst the teams. As a result, there is a lot of duplicate work.
- Slow pace work environment. Feels like things never get done. It would be nice if coworkers have more drive and ambition. (But this could be rephrased as a positive, ""work-life-balance"")
- Lack of vision, although this depends on which group you are in.","- You get to work at a ""cool"" company
- Good opportunities for learning
- Good tech stack for the most part
- Nice office
- Low stress work environment","Mar 7, 2021","Current"
"Spotify","Machine Learning Engineer","Great if you are independent","Time zones, duplicate work, low pay","Good amount of help from people, autonomy","Dec 30, 2019","Former"
"Spotify","Senior Engineer","Good product, nice team, slowing down and managment heavy","Everything moves too slow.  Consensus driven to the point where nothing can get done.  And most parts have too high manager to workers ratio.","New NYC office is incredible.  You will be happy working in that environment.  Compensation improved a lot recently.  Coworkers are smart and kind.  Actual product is one people love.","Mar 22, 2019","Current"
"Spotify","Experienced Developer II","Good policies disappointing management","Mid management very disengaged, smart people but with very bad attitude. Company hired many people during growth and now people just slack at work (mostly because they are busing chatting on slack channels). Non existent growth opportunities because managers are always focused on external hires","Employee focused policies, free lunches and snacks, mostly self paced work, smart people","Nov 6, 2018","Former"
"Spotify","Software Engineer","It used to be better","1. Underpay. No bonus. Crappy options. 
2. Acquired some consulting company (I won't name it here) two years ago with toxic culture and a charlatan leader ( self proclaimed thought leader, scientist and entrepreneur) and somehow this toxic culture grows in the company.  This ""charlatan leader"" who is hated by almost everyone somehow have the ears of the CXOs and kept dishing out ridiculous/stupid roadmaps. It is pretty mind blowing the leadership can't see this phony through.
3. Hiring like crazy. Extremely low bar. Bad on boarding. You can get hired even with only 1 thumb up.","Good brand.
Cool culture.
Lots of freedom.
OK benefit.","Jun 7, 2017","Current"
"Spotify","Engineer","Great people, good opportunities, mediocre technology","Mediocre benefits compared to competitors. Mediocre technical stack with a lot of technical debt, although we are improving in this area. Highly autonomous teams can lead to poor design. Performance and compensation review process is poorly defined and hard to fathom. A lot of the less experienced technical staff drink the company koolaid and do not see its shortcomings.","Spotify feels motivated, yet more casual than other similar companies I've worked at. I consider my coworkers my friends, and there's a great work life balance. There's opportunity for technical growth and leadership if you're assertive. In my experience hack weeks and days are actually real and not too hard to schedule in.","Oct 9, 2014","Current"
"Spotify","Software Engineer","Spotify is ""Different""","Compensation is sub-par, and equity is poor for a pre-IPO company.  Revenue growth is tied to expanding to new markets, and it's not clear what will happen when they run out, or when Apple's marketing muscle gets behind Beats, or Amazon finally goes all-in.  US teams are also not given the attention or transparency into goings on in HQ, and seem to be held to a double standard because of the higher wage structure.  Feature work is often scattered where the approach seems more ""shotgun"" than tied to an overarching vision.  Technology solutions are often overcomplicated with no sense of standards/governance either; the common answer as to why is often that ""Spotify is different"", which, while accurate, is no excuse for management to avoid the challenges of coming up with a more well defined organization that scales.","Best group of peers I've ever worked with, both in terms of talent and culturally as well.  My friends at work are what I look forward to the most going in to work every day.","Jul 12, 2014","Current"
"Spotify","QA Engineer","Pretty Good","Deadlines can be tight, priorities shift weekly.","Good food, atmosphere and perks","Jan 23, 2022","Former"
"Spotify","Machine Learning Engineer","MLE","Salary is meh and the tech stack is a bit boring","Nice people, can learn a lot","Apr 19, 2021","Current"
"Spotify","Senior Developer","Swedish company","Americanised nowadays, not always fair, stressful, not entirely transparent","Progressive, Swedish, sick leave, private insurance","Mar 18, 2021","Current"
"Spotify","Mobile Engineer","All is truth - both good and bad","All said here is true as well:

 - Salary: It is average for the Swedish market, which means you will find similar offers elsewhere
 - Career advancement: A lot of buzzwords, process and manuals designed to obfuscate performance evaluation. The bottom line is this: If you want to advance your career at Spotify, be sure to do lots of self-promotion, and don't disagree with your managers. Even then, though, Spotify will rather hire someone from the outside, rather than promote you.
 - Management: As a consequence from the above, lots of managers aren't the best or the smartest, but the loudest and flashiest. As such, lots of the decisions they make are aimed at looking good, at the expense of product quality and engineering teams.  This is particularly true for Product managers at Spotify, who in practice act as ruling party.
 - Passive-agressive politics: Teams do not coordinate, and try to avoid each other in the race for getting their own thing done. This leads to chaos, aimless re-orgs and routine passive-aggressive communication.
 - Dogmatism: For a company that preaches openness and selfless behavior, there is a lot of cult of personality towards key figures, and lots of empty self-pride in lots of the processes and models created by the company, which leads to them being thought of as unquestionable truths.
 - Fear of failure: Failure is swept under the rug, and cannot be discussed openly, otherwise you will become an outcast, while middle managers get promoted for posturing while the company flounders.

However, the biggest con is Tech:
Tech at Spotify is trailing miserably, at least in Mobile, strangled by a bunch of internal ""wheel-reinvented"" tools that impair innovation and adopting the most recent industry standards for technology. If you like doing new stuff with antique tools, and filled with lots of cumbersome, Spotify-only systems, look no further.","Basically all you can read here is true:

 - Nice-ish offices, although the old one is not as nice
 -  Lots of free food, I have lost weight since leaving.
 - Smart and friendly co-workers
 - Several learning/training opportunities
 - CV Booster: Everyone is excited to hear you worked at Spotify
 - Good work-life balance, although that is more a Sweden thing than a Spotify thing.","Jun 30, 2019","Former"
"Spotify","Senior Engineer","Sounds sexier than it is","If you are not in the main offices (Stockholm or New York) many benefits are not available to you or only after extensive begging. It took several years for Swedish to be offered to foreign employees in the Gothenburg office and even then it was only through a conference call, not on site. Many discounts or special deals (e.g. with banks) are also only available in shops around the major offices, which means employees in the other offices are often left out. 

The time between the official announcement of a promotion and the time when it's registered in the HR system can take up to four months, during which of course the question of a potential salary bump is neatly avoided. I have yet to receive a good explanation why it takes so long or why the company is loath to discuss salary increases for people it deems worthy of promotions. 

The stock options are laughable. Permanent employees do not get many when they join and stock options are granted for exceptional performance, not RSUs, which means you first have to pay for the privilege of getting at the shares. In Sweden you can even pay taxes of up to 90% (e.g. cashless exercise or same-day sale), which means the options are mostly a gift for the government.

There is somewhat of a frat house culture, which is considered ""playful"", one of the company's values. This translates into pinball machines, nerf guns, hoverboards, free snacks and drinks, many office parties, ping-pong and billiards tables, Fridays where people walk around in bunny/unicorn/squirrel costumes and drink beer or wine in the afternoon, board games coming out of your ears, Mario Kart competitions, and the likes. The relaxed environment is definitely nice and a big plus. The ""playfulness"" is for some people a major bonus, while for others it feels silly or yet another way to keep people in the office longer. For those who don't participate, it's an easy way to be excluded and being labelled ""not fun"".

Office parties encourage employees to bring along their friends and families. The same goes for sports events. While some love to socialize with colleagues outside of work, that's definitely not for everyone. Again, while it can promote togetherness, it also causes cliques to be formed. The lack of clear boundaries can also be a fast track to burn-out, although most employees are too young to have experienced (or care about it), or they do not mind melding work and their private lives.

Diversity and inclusion are major threads running through the company. A good initiative that's hampered by the idea that inclusion and equality stop at gender and sexuality, but mostly gender. People with a different personality who differ from the norm are often treated as outcasts, especially if these people do not participate in the many social events (outside of work hours). I doubt that happens on purpose, but it definitely happens. While that's to be expected, there have been occasions in which a manager called out a person (an engineer) for not smiling enough. The reason was that others thought the person was perceived to be intimidating by not having a friendly face. There are also not too many people over the age of 35-40 within the company, especially in engineering roles.

Email threads with several dozen or even a hundred people who all hit ""Reply All"" are very common, especially when congratulating people on promotions or when people join the company. Fortunately, you can mute those conversations when they arrive but they are still annoying as they clog up your inbox. The same is true of mutual appreciation email threads. While it could be said such emails are to keep people informed and ""celebrate wins"", they usually only show that the group of included people was too large or that the bar for ""celebrations"" was really low. Hardly a thread goes by without a GIF or meme.

""Lunch and Learn"" sessions are terrible. Yes, the company pays for the lunch, which for some people is the sole reason to show up. But it's also a way to keep on working when you should really be resting your mind. In a sense, it's also insulting to the speaker who cannot eat during the usual lunch hour but has to talk to a group of people who are masticating and listening with half an ear.

Let's not beat about the bush: middle management is incompetent. Apart from sitting in meetings most of the day, there is not a lot they achieve, if anything. Most employees have half an hour every other week when they talk to their superior in a one-on-one. Those times tend to be eaten up with inane questions about projects the managers have no real idea about but heard mentioned in a meeting by someone else. Furthermore, it's not uncommon these sessions are cancelled on short notice due to managers being too busy or away at another office. I have had three different managers in my time at Spotify and not one of my superiors had a notebook (or laptop) with them for jotting down notes during such a 1:1. If a piece of paper was needed, the room's post-its and Sharpies were used for that. There is hardly ever any follow-up because, well, I guess, they forget where they stuck the post-its after the meeting.

The same goes for agile coaches. The company has dozens of them in most larger offices. What they do I don't know. They sometimes facilitate a retrospective for a team, but other than that they seem to be evangelists of productivity fads, such as the pomodoro technique.

Every six months employees need to ask feedback from their coworkers, which as far as I have been able to determine is only because otherwise the managers have no idea of their underlings' achievements or performance. They are not involved in the ""squad"" (i.e. team) work and there is typically a product manager per team who does the day-to-day prioritization and stakeholder management, although the latter tends to be outsourced to employees too. The feedback is (as is to be expected when asking peers) fuzzy at best. People obviously don't take notes about their coworkers, so it's often a five-minute rehash of what they can remember from the past week or so, watered down by the fact that no one wants to go on record saying their colleague is a complete jerk.

The feedback is not used as a means to cause changes in behaviour as that's left to the employee to decide whether they want to. While that's good as it leaves the employee in question in charge of their own (professional) development, it's also very loose, leading to no real change whatsoever. It mostly feels like an exercise in futility. You are required to fill in a sheet with accomplishments ahead of time, so that your manager can see what you did. It's also hard to accept the advice of a manager when that same manager hasn't the slightest idea what you did and whether you did it well - nor the means necessary to make such an assessment. Employees who do the work without making a big fuss about it often get short-changed: self-promotion is the way to make sure you're seen as a high performer, whether you actually did the work or not.

Every year there is a reorganization within R&D, not because there is a specific need that needs to be addressed, but because it's reorg season. In most cases, these reorgs amount to nothing more than relabelling departments and shuffling a handful of people around. In the years I've been at the company I've seen a reorg every single year without having seen any tangible benefits. I understand there is no single organizational structure that solves all problems, but the rationale for reorgs is often lacking or at the very least not entirely clear. Even after several years it's opaque how decisions are made. Data-driven decision-making is a lie.

One of the key insight is that although Spotify started off as a music streaming company, the actual work has very little to do with music for the overwhelming majority of engineers. Don't be fooled into thinking the company has a flat hierarchy either. From a regular engineer up to the C-suite are 5-6 people in some departments. That's not to say the company is overly focused on processes, although that's starting to increase as it grows (up).","Spotify has a solid engineering culture. With roughly 1,000 engineers around the globe (though mostly in Stockholm and NYC) there is a lot of internal tooling, which is sometimes hard to debug: the documentation is not always great and there is no help outside of the company. However, the overwhelming majority of the engineers are extremely helpful and spend their time generously helping you debug issues with the internal infrastructure, although the situation has improved as the tooling has matured.

There are several standardized guides for different disciplines: mobile development, back-end engineering, data engineering, data science, and a few others. These are especially good for newcomers as these allow you to get up and running within a few hours.

Hack days (2 per month) and an R&D-wide hack week (5 day per annum) are great. These days allow you work on whatever project you wish, so it's great for learning new programming languages, reading up on research, trying out a new framework, or even work on crazy ideas. Annual hack weeks are a major event where all of R&D spends a whole week working on non-work things. There are daily breakfasts, fikas (Swedish cake time), and various events in the office, including a party on Friday to conclude and celebrate hack week.

Conference week is another annual event, where different ""chapters"" (disciplines) hold their internal (un-)conferences. This means most of R&D flies across the globe for a week of showing off what's new in the infrastructure and what tools are available or being developed. There are also annual off-sites, where an entire ""tribe"" (department) comes together at a non-office location. Most of these off-sites tend to be about socializing as there are often about 100 people or so. Most employees seem to enjoy networking with beers at a fancy location, while a few see it for what it is: a colossal waste of time, especially personal time: you have to travel several hours back and forth to spend 24 hours a day with your peers for no other reason than to listen to a few strategy talks, unconference sessions (i.e. discussions that do not need to have any clear outcomes), and eating/drinking. After about two days, the event is over. If you like trips, these are all great. If you prefer to stick to business and keep travel to a minimum because of other commitments or interests, not so much.

It's great that every employee can choose the laptop they want and you get a fancy desk that can be moved up and down for standing up or sitting down. Any gear you need to be productive or comfortable is usually a simple request from your boss and a click away. It's a no-fuss attitude to whatever people need for their work. Please note that the office areas are not exactly quiet or private, especially in the larger offices. The idea is that an open office plan fosters collaboration, but it's really because it's cheaper and the company is growing like mad.

Intro days are a three-day event where hundreds of newcomers flock to Stockholm to listen to talks from the CXOs and VPs about the company. It is a great way to introduce people to the company. The same goes for town halls, where the entire company is invited to listen on the latest updates from the executives.

Most offices are fairly easy when it comes to working from home. In most cases you inform your team about it and that's it. As long as the work gets done and you don't work from home every day of the week, it's all right. You're free to come and go as you please as you don't have to clock in/out.

In many offices there is sometimes music playing in all areas, not just the reception or central bits. While this is great in theory, it's not always conducive to quality work, especially when people play ""Pink Fluffy Unicorns Dancing on Rainbows"" or a sequence of 8-bit versions of 80s power ballads. Headphones are definitely a must on those days. Again, when you join you get a pair of headphones, so you're at least covered there.","Feb 18, 2019","Former"
"Spotify","Engineer","An interesting place to work","There isn't much seniority in engineering, making it a challenging place to grow past a certain point if you're junior.  As the company grows large, most challenges revolve around aligning tech for productivity.","Good spirited colleagues from all around the world. I have met people from various walks of life, and expertise, from ex-mainframe developers to gcc contributors. The offices are good spaces for inspiration.
Work itself can vary, depending on your team. But you have a relatively freehand in tackling problems, as long as you're willing to scout for them.","Sep 4, 2018","Current"
"Spotify","Software Engineer","Okay","Things move slowly, comp is low in comparison, hard to get promoted,","Great work/life balance. Down-to-Earth and friendly coworkers. 6 months parental leave.","Sep 26, 2022","Current"
"Spotify","Senior Data Engineering Analyst","Great place for Backend Engineers, Less so for Data Engineers","Too relaxed, and the structure is extremely flat, making it hard to effect change at scale","Great perks, and a relaxed environment","Sep 20, 2022","Current"
"Spotify","Machine Learning Engineer","A Fun Place to Work","* Most machine learning projects got put on the back burner for maintenance, data or backend work","* Good employee benefits
* Emphasis on team work","Jun 1, 2022","Current"
"Spotify","Senior Frontend Engineer","Great company for work/life balance","Not enough middle-aged and older people. Sometimes it's a little too hip.","Good pay, good benefits, good work/life balance, cool culture","Apr 14, 2022","Current"
"Spotify","Software Developer","Culture","The commute can be shorter.","They are super sweet and and the culture is amazing!","Apr 6, 2022","Former"
"Spotify","Data Engineer","Pretty good","Sometimes the work life balance was low","Good pay and pretty good culture","Feb 22, 2022","Current"
"Spotify","Engineer II","No Longer a Start Up","Culture is taking a hit with global remote working policies.","Decent pay and a great resume booster.","Dec 24, 2021","Current"
"Spotify","Engineering Manager","Highly values employees","- The company continues to grow and is not afraid to re-organize as needed to improve efficiency. This means that team structure and reporting lines may shake up more often than is desired. You need be to comfortable with change","- Progressive approach to remote/office work, offering Work Form Anywhere
- Teams maintain a level of autonomy to make their own decisions for success
- Highly talented, collaborative and motivated employees that want to do lasting work and make an impact
- Incredible transparency all the way up to the CEO
- Benefits are amazing","Nov 29, 2021","Current"
"Spotify","Senior Software Engineer","Good work life balance, bunch of politic bs","there's a lot of politic bs that slows down all inovation and actual good decisions","Great work/life balance. people are nice and you can be yourself at work","Nov 2, 2021","Current"
"Spotify","Senior Software Engineer","Overall Solid Company","As it's grown it has gotten much more process heavy","Solid Benefits
Actually good at work life balance with sickdays not consuming vacation time as well","May 4, 2021","Current"
"Twitter","ML Engineer","Good","No growth in share, sometimes stressful","WLB, access to big data, good co workers","Nov 20, 2022","Current"
"Twitter","SWE I","Changed","Now it is completely different","It used to be great","Nov 20, 2022","Former"
"Twitter","Mechanical Engineer","experince","No organization. Very hard to meet standards","It was an okay place to work","Nov 18, 2022","Former"
"Twitter","Software Enginner","Horrific place to work under Elon","give up your life and work 80 hours a week","Avoid this place at all costs. It's a mess, crazy hours, no structure.","Nov 18, 2022","Current"
"Twitter","Software Engineer","Acquisition was a downer","Elon musk transformed the company","Incredibly resilient backend with some world class engineers on staff","Nov 17, 2022","Current"
"Twitter","Senior Software Engineer","RUN ! RUN ! RUN !","Where do I begin.... Lets start with the new 'CeO' - Crepuscular, Deleterious, Solecistic, and completely inept to what exactly is going on! Ever since 'their' arrival, this company has gone down hill day one. NO leadership skills, NO unity, NO vision, NO principle, NO core value, NO plan, NO risk management, NO change management, NO control. Everything is out of control with this new 'leadership' team. Not only do they NOT know what is going, NONE of them are technical. This is truly the beginning of the end of this company and everyone is jumping ship. Do yourself a favor, dont apply here.","The people I work(ed) with were great, now the complete opposite","Nov 16, 2022","Current"
"Twitter","Software Engineering Manager","Horrible new CEO","New leadership does not communicate and puts pressure on employees","Culture was great but destroyed by new CEO. Pay is great. People are awesome. work life balance is awesome","Nov 16, 2022","Former"
"Twitter","Engineering Manager","Musk takeover has killed what used to be a great company","Total lack of transparency/communication from leadership. Company now being run by a bully for bullies.","Pre-Musk - lots of pros. Post-Musk - none.","Nov 14, 2022","Current"
"Twitter","Senior Site Reliability Engineer","RUN","Layoffs were rushed, and broke so many teams that we may not be able to keep the place running. Projects are being built hastily and without any sort of useful testing. Our old culture has been replaced with one of backstabbing and secrecy. Nobody has told us anything about the new org chart, new priorities, new projects, or new anything. And the new owner won't even show his face.","Twitter had been fantastic - great people, big problems to solve, lots of good communication, solid compensation. I could explain my job in a single sentence, even to elderly relatives.","Nov 8, 2022","Current"
"Twitter","Sr. Software Engineer","New Management Blows","New management will work you to the bone.","Twitter had a very supportive environment.","Nov 8, 2022","Current"
"Twitter","Senior Software Engineer","It's over","That company is gone now","Best company I've ever worked for","Nov 8, 2022","Current"
"Twitter","Software Engineer II","Elon Musk Twitter is hell","After 50% of the company got laid off, I was literally the only engineer left from my original team. Even my manager and staff-level teammates were gone. As I took over oncall duties for my now-deactivated teammate, with nobody to hand the role off to, ever, I saw other remaining engineers doing the same. The next time a critical issue arises, nobody is going to know how to fix it and the entire platform is just going to fail. It's extremely clear that Elon and his goons have no idea what they're doing.","If you're a fan of Elon Musk, maybe you'll be able to handle the expected 84-hour work weeks, lack of compensation, constant threat of more layoffs, and heckling from the public.","Nov 5, 2022","Current"
"Twitter","Senior Software Engineer","very bad","outrageous working hour demands (literally told to work 24/7 until something is complete)","many people use twitter, what you do will directly affect many people","Nov 1, 2022","Current"
"Twitter","Staff Software Engineer","Incredibly bad","New Musk culture, cruelty, unreasonable expectations, stupid ideas, bad execution, inept outside “experts”","People, work, impact, prominence, historical culture","Oct 30, 2022","Current"
"Twitter","Senior Software Engineer","Under new ownership","Management under Elon Musk is pure chaos. Literally zero communication with the company. Teams being forced to work nights and weekends. Engineers interrogated over their recent work like we’re interviewing for a new job. Employees being called out publicly on Twitter. Whatever you think of this man’s track record, I can’t see why anyone would want to work like this. This is psychotic behavior from a CEO.","There are no pros to working at Twitter anymore.","Oct 30, 2022","Current"
"Twitter","Engineering Manager","Not a collaborative workplace","+ team members are very focused on being 'staffed' on projects that will earn them a promotion.
+ this detracts from an overall focus on the success of a team","+ some unique technical design and architecture challenges due to volume","Sep 29, 2022","Former"
"Twitter","Software Engineer","Not a good WLB","Expectations to perform well kept increasing and so is the pressure to deliver. Not the same WLB as it was a year before.","Compared to other tech companies, relatively competitive comp","Jun 20, 2022","Former"
"Twitter","Engineer","Don’t do it","Poor stock performance. Engineering teams don’t deliver. Felt myself getting dumber the longer I stayed.","Best wlb of any company I’ve worked at.","Apr 21, 2022","Former"
"Twitter","Engineer","1 Star only for flexibility and Comfort","Poor Career Growth
Mediocre Middle Management
Lots of Referral Hires and hiring Standard gone down over year

Twitter is no where compared to other Bay Area tech companies in terms of innovation, company has stopped innovating few years back. Your career is doomed if you join this company in your prime. If you start taking lot of proactiveness, you will instantly shut down with bureaucracy, Truly Mediocre middle management, all they care about is Head Count Growth and increasing their Team Strength at the cost of Company money and Ads revenue. No accountability, no threat to their job. One of the worst managed company I have ever worked for. If you are looking to learn and career growth, trust me this is not the company for you.","Comfort Job, Flexibility and Remote Friendly","Jul 26, 2021","Former"
"Twitter","Site Reliability Engineer","Toxic echo chamber","Don't step out of line or you're next.","Enjoyable work and sufficient pay","Jun 18, 2020","Former"
"Twitter","SWE","Mixed bag","Poor management, poor oversight, and reductive culture","Great work life balance overall","Aug 14, 2019","Former"
"Twitter","Software Engineer","Not a friendly engineering team at NYC, especially to Chinese and Indian Nationals","Reorg and layoffs, lots of turbulence at that time. No body is actually working.","Free meals and snack, and lots of stock for even fresh graduates. But might be taken away from you in the name of pip, reorg, termination, layoffs.","Jan 24, 2019","Former"
"Twitter","Staff Software Engineer","Most dysfunctional company ever","* It's a thoroughly dysfunctional company.
* Everyone is terrified of taking responsibility for anything. Decisions don't get made. 
* The people in charge don't understand the service, and in the rare cases when they make decisions, they're based largely on what they think won't get them in trouble, not what will be set for the company or the service.
* Salaries are low for experienced people.","* Great technology stack.
* Great service.","Sep 22, 2017","Former"
"Twitter","Senior Engineer","Very Little Hope Left","Bringing Jack back to run both Twitter and Square was a mistake.  An experienced CEO required to bring back the company from certain doom.","There are still some amazingly smart people to work with and the benefits are top notch.","Feb 19, 2017","Former"
"Twitter","Site Reliability Engineer","Do not fall for it","Management has always been very weak, and apparently still is.
There is no discernible ""leadership"" despite young folks with big egos and matching salaries assuming the mantle and embracing their titles.
Sure, the returned CEO is saying ""no"" more, but he's too late. His ego and attitude were so off-putting when he arrived that exactly the people who should have stayed - those with opinions, and upset, about the company's failures to that point ... left or were shoved out in the grudge-layoffs of October 2015.","Everyone writes about the food. The food is good, but I'm told there has been some discussion of charging employees for it. If you're taking a job for the food, you probably are taking the job for the wrong reason, so ignore all mentions of good food. That's not your job.

Apart from that, it's fun to work in a high-volume, high-speed environment.","Jan 6, 2016","Former"
"Twitter","Software Engineer","Getting worse every day","Upper management is clueless. 
Layoffs were ill conceived and poorly executed. I don't think anybody knows why they happened. 
Now that the layoffs are over, the executives are all out recruiting, which makes no sense to anyone.
Layoffs were pushed up due to the timing of the Square IPO. That's incredibly disrespectful to the people let go.
The resulting organization structure is designed to slow down Twitter even more. Twitter has always moved far too slowly for the little social network that couldn't. Now it's about to stop doing anything.","The salary is phenomenal. I'm not sure if they are still paying as well as they used to.
The cafeteria is amazing.","Oct 15, 2015","Current"
